category,image_id,mask_variation,gen_variation_id
bowl,47121,random,0
bowl,47121,random,1
bowl,47121,random,2
bowl,120853,random,0
bowl,120853,random,1
bowl,120853,random,2
bowl,153632,random,0
bowl,153632,random,1
bowl,153632,random,2
bowl,331817,random,0
bowl,331817,random,1
bowl,331817,random,2
bowl,466986,random,0
bowl,466986,random,1
bowl,466986,random,2
bowl,577584,random,0
bowl,577584,random,1
bowl,577584,random,2
bowl,254016,random,0
bowl,254016,random,1
bowl,254016,random,2
bowl,30785,random,0
bowl,30785,random,1
bowl,30785,random,2
bowl,579655,random,0
bowl,579655,random,1
bowl,579655,random,2
bowl,395343,random,0
bowl,395343,random,1
bowl,395343,random,2
bowl,335954,random,0
bowl,335954,random,1
bowl,335954,random,2
bowl,8277,random,0
bowl,8277,random,1
bowl,8277,random,2
bowl,368752,random,0
bowl,368752,random,1
bowl,368752,random,2
bowl,18575,random,0
bowl,18575,random,1
bowl,18575,random,2
bowl,182417,random,0
bowl,182417,random,1
bowl,182417,random,2
bowl,211120,random,0
bowl,211120,random,1
bowl,211120,random,2
bowl,405691,random,0
bowl,405691,random,1
bowl,405691,random,2
bowl,286908,random,0
bowl,286908,random,1
bowl,286908,random,2
bowl,407825,random,0
bowl,407825,random,1
bowl,407825,random,2
bowl,110884,random,0
bowl,110884,random,1
bowl,110884,random,2
bowl,182611,random,0
bowl,182611,random,1
bowl,182611,random,2
bowl,397681,random,0
bowl,397681,random,1
bowl,397681,random,2
bowl,194940,random,0
bowl,194940,random,1
bowl,194940,random,2
bowl,231822,random,0
bowl,231822,random,1
bowl,231822,random,2
bowl,110999,random,0
bowl,110999,random,1
bowl,110999,random,2
bowl,407960,random,0
bowl,407960,random,1
bowl,407960,random,2
bowl,571804,random,0
bowl,571804,random,1
bowl,571804,random,2
bowl,70048,random,0
bowl,70048,random,1
bowl,70048,random,2
bowl,127394,random,0
bowl,127394,random,1
bowl,127394,random,2
bowl,156076,random,0
bowl,156076,random,1
bowl,156076,random,2
bowl,213445,random,0
bowl,213445,random,1
bowl,213445,random,2
bowl,305609,random,0
bowl,305609,random,1
bowl,305609,random,2
bowl,184791,random,0
bowl,184791,random,1
bowl,184791,random,2
bowl,512476,random,0
bowl,512476,random,1
bowl,512476,random,2
bowl,248314,random,0
bowl,248314,random,1
bowl,248314,random,2
bowl,141821,random,0
bowl,141821,random,1
bowl,141821,random,2
bowl,256518,random,0
bowl,256518,random,1
bowl,256518,random,2
bowl,64084,random,0
bowl,64084,random,1
bowl,64084,random,2
bowl,567898,random,0
bowl,567898,random,1
bowl,567898,random,2
bowl,215644,random,0
bowl,215644,random,1
bowl,215644,random,2
bowl,322163,random,0
bowl,322163,random,1
bowl,322163,random,2
bowl,156278,random,0
bowl,156278,random,1
bowl,156278,random,2
bowl,144003,random,0
bowl,144003,random,1
bowl,144003,random,2
bowl,375430,random,0
bowl,375430,random,1
bowl,375430,random,2
bowl,488075,random,0
bowl,488075,random,1
bowl,488075,random,2
bowl,381587,random,0
bowl,381587,random,1
bowl,381587,random,2
bowl,301718,random,0
bowl,301718,random,1
bowl,301718,random,2
bowl,246436,random,0
bowl,246436,random,1
bowl,246436,random,2
broccoli,25986,random,0
broccoli,25986,random,1
broccoli,25986,random,2
broccoli,352900,random,0
broccoli,352900,random,1
broccoli,352900,random,2
broccoli,3845,random,0
broccoli,3845,random,1
broccoli,3845,random,2
broccoli,389381,random,0
broccoli,389381,random,1
broccoli,389381,random,2
broccoli,516871,random,0
broccoli,516871,random,1
broccoli,516871,random,2
broccoli,141328,random,0
broccoli,141328,random,1
broccoli,141328,random,2
broccoli,84241,random,0
broccoli,84241,random,1
broccoli,84241,random,2
broccoli,356498,random,0
broccoli,356498,random,1
broccoli,356498,random,2
broccoli,579091,random,0
broccoli,579091,random,1
broccoli,579091,random,2
broccoli,132116,random,0
broccoli,132116,random,1
broccoli,132116,random,2
broccoli,562197,random,0
broccoli,562197,random,1
broccoli,562197,random,2
broccoli,248980,random,0
broccoli,248980,random,1
broccoli,248980,random,2
broccoli,50331,random,0
broccoli,50331,random,1
broccoli,50331,random,2
broccoli,447522,random,0
broccoli,447522,random,1
broccoli,447522,random,2
broccoli,104612,random,0
broccoli,104612,random,1
broccoli,104612,random,2
broccoli,255912,random,0
broccoli,255912,random,1
broccoli,255912,random,2
broccoli,549167,random,0
broccoli,549167,random,1
broccoli,549167,random,2
broccoli,452784,random,0
broccoli,452784,random,1
broccoli,452784,random,2
broccoli,465585,random,0
broccoli,465585,random,1
broccoli,465585,random,2
broccoli,560178,random,0
broccoli,560178,random,1
broccoli,560178,random,2
broccoli,410934,random,0
broccoli,410934,random,1
broccoli,410934,random,2
broccoli,105014,random,0
broccoli,105014,random,1
broccoli,105014,random,2
broccoli,123321,random,0
broccoli,123321,random,1
broccoli,123321,random,2
broccoli,296634,random,0
broccoli,296634,random,1
broccoli,296634,random,2
broccoli,231097,random,0
broccoli,231097,random,1
broccoli,231097,random,2
broccoli,579900,random,0
broccoli,579900,random,1
broccoli,579900,random,2
broccoli,125245,random,0
broccoli,125245,random,1
broccoli,125245,random,2
broccoli,30785,random,0
broccoli,30785,random,1
broccoli,30785,random,2
broccoli,335427,random,0
broccoli,335427,random,1
broccoli,335427,random,2
broccoli,314182,random,0
broccoli,314182,random,1
broccoli,314182,random,2
broccoli,165831,random,0
broccoli,165831,random,1
broccoli,165831,random,2
broccoli,157390,random,0
broccoli,157390,random,1
broccoli,157390,random,2
broccoli,527695,random,0
broccoli,527695,random,1
broccoli,527695,random,2
broccoli,460494,random,0
broccoli,460494,random,1
broccoli,460494,random,2
broccoli,34257,random,0
broccoli,34257,random,1
broccoli,34257,random,2
broccoli,8277,random,0
broccoli,8277,random,1
broccoli,8277,random,2
broccoli,386134,random,0
broccoli,386134,random,1
broccoli,386134,random,2
broccoli,203095,random,0
broccoli,203095,random,1
broccoli,203095,random,2
broccoli,61658,random,0
broccoli,61658,random,1
broccoli,61658,random,2
broccoli,191580,random,0
broccoli,191580,random,1
broccoli,191580,random,2
broccoli,104669,random,0
broccoli,104669,random,1
broccoli,104669,random,2
broccoli,561889,random,0
broccoli,561889,random,1
broccoli,561889,random,2
broccoli,455267,random,0
broccoli,455267,random,1
broccoli,455267,random,2
broccoli,23781,random,0
broccoli,23781,random,1
broccoli,23781,random,2
broccoli,369771,random,0
broccoli,369771,random,1
broccoli,369771,random,2
broccoli,99053,random,0
broccoli,99053,random,1
broccoli,99053,random,2
broccoli,298994,random,0
broccoli,298994,random,1
broccoli,298994,random,2
broccoli,396274,random,0
broccoli,396274,random,1
broccoli,396274,random,2
broccoli,92660,random,0
broccoli,92660,random,1
broccoli,92660,random,2
broccoli,209142,random,0
broccoli,209142,random,1
broccoli,209142,random,2
bus,436738,random,0
bus,436738,random,1
bus,436738,random,2
bus,184324,random,0
bus,184324,random,1
bus,184324,random,2
bus,454661,random,0
bus,454661,random,1
bus,454661,random,2
bus,74256,random,0
bus,74256,random,1
bus,74256,random,2
bus,148508,random,0
bus,148508,random,1
bus,148508,random,2
bus,334371,random,0
bus,334371,random,1
bus,334371,random,2
bus,492077,random,0
bus,492077,random,1
bus,492077,random,2
bus,512564,random,0
bus,512564,random,1
bus,512564,random,2
bus,429109,random,0
bus,429109,random,1
bus,429109,random,2
bus,484404,random,0
bus,484404,random,1
bus,484404,random,2
bus,315450,random,0
bus,315450,random,1
bus,315450,random,2
bus,460347,random,0
bus,460347,random,1
bus,460347,random,2
bus,33854,random,0
bus,33854,random,1
bus,33854,random,2
bus,499775,random,0
bus,499775,random,1
bus,499775,random,2
bus,204871,random,0
bus,204871,random,1
bus,204871,random,2
bus,15440,random,0
bus,15440,random,1
bus,15440,random,2
bus,98392,random,0
bus,98392,random,1
bus,98392,random,2
bus,377946,random,0
bus,377946,random,1
bus,377946,random,2
bus,26204,random,0
bus,26204,random,1
bus,26204,random,2
bus,202339,random,0
bus,202339,random,1
bus,202339,random,2
bus,373353,random,0
bus,373353,random,1
bus,373353,random,2
bus,443498,random,0
bus,443498,random,1
bus,443498,random,2
bus,259690,random,0
bus,259690,random,1
bus,259690,random,2
bus,568439,random,0
bus,568439,random,1
bus,568439,random,2
bus,319607,random,0
bus,319607,random,1
bus,319607,random,2
bus,125572,random,0
bus,125572,random,1
bus,125572,random,2
bus,142472,random,0
bus,142472,random,1
bus,142472,random,2
bus,427655,random,0
bus,427655,random,1
bus,427655,random,2
bus,309391,random,0
bus,309391,random,1
bus,309391,random,2
bus,369812,random,0
bus,369812,random,1
bus,369812,random,2
bus,15517,random,0
bus,15517,random,1
bus,15517,random,2
bus,165039,random,0
bus,165039,random,1
bus,165039,random,2
bus,480944,random,0
bus,480944,random,1
bus,480944,random,2
bus,110784,random,0
bus,110784,random,1
bus,110784,random,2
bus,423617,random,0
bus,423617,random,1
bus,423617,random,2
bus,516804,random,0
bus,516804,random,1
bus,516804,random,2
bus,114884,random,0
bus,114884,random,1
bus,114884,random,2
bus,303818,random,0
bus,303818,random,1
bus,303818,random,2
bus,84170,random,0
bus,84170,random,1
bus,84170,random,2
bus,452321,random,0
bus,452321,random,1
bus,452321,random,2
bus,356612,random,0
bus,356612,random,1
bus,356612,random,2
bus,147725,random,0
bus,147725,random,1
bus,147725,random,2
bus,336658,random,0
bus,336658,random,1
bus,336658,random,2
bus,380706,random,0
bus,380706,random,1
bus,380706,random,2
bus,181542,random,0
bus,181542,random,1
bus,181542,random,2
bus,233771,random,0
bus,233771,random,1
bus,233771,random,2
bus,415536,random,0
bus,415536,random,1
bus,415536,random,2
bus,315187,random,0
bus,315187,random,1
bus,315187,random,2
bus,57149,random,0
bus,57149,random,1
bus,57149,random,2
bus,278848,random,0
bus,278848,random,1
bus,278848,random,2
cake,376322,random,0
cake,376322,random,1
cake,376322,random,2
cake,241668,random,0
cake,241668,random,1
cake,241668,random,2
cake,189451,random,0
cake,189451,random,1
cake,189451,random,2
cake,253452,random,0
cake,253452,random,1
cake,253452,random,2
cake,377368,random,0
cake,377368,random,1
cake,377368,random,2
cake,331817,random,0
cake,331817,random,1
cake,331817,random,2
cake,391722,random,0
cake,391722,random,1
cake,391722,random,2
cake,346703,random,0
cake,346703,random,1
cake,346703,random,2
cake,567898,random,0
cake,567898,random,1
cake,567898,random,2
cake,470121,random,0
cake,470121,random,1
cake,470121,random,2
cake,210030,random,0
cake,210030,random,1
cake,210030,random,2
cake,368752,random,0
cake,368752,random,1
cake,368752,random,2
cake,144003,random,0
cake,144003,random,1
cake,144003,random,2
cake,180878,random,0
cake,180878,random,1
cake,180878,random,2
cake,182417,random,0
cake,182417,random,1
cake,182417,random,2
cake,334483,random,0
cake,334483,random,1
cake,334483,random,2
cake,117425,random,0
cake,117425,random,1
cake,117425,random,2
cake,47801,random,0
cake,47801,random,1
cake,47801,random,2
cake,321214,random,0
cake,321214,random,1
cake,321214,random,2
cake,214720,random,0
cake,214720,random,1
cake,214720,random,2
cake,85195,random,0
cake,85195,random,1
cake,85195,random,2
cake,344795,random,0
cake,344795,random,1
cake,344795,random,2
cake,488673,random,0
cake,488673,random,1
cake,488673,random,2
cake,439525,random,0
cake,439525,random,1
cake,439525,random,2
cake,158956,random,0
cake,158956,random,1
cake,158956,random,2
cake,206579,random,0
cake,206579,random,1
cake,206579,random,2
cake,300276,random,0
cake,300276,random,1
cake,300276,random,2
cake,147205,random,0
cake,147205,random,1
cake,147205,random,2
cake,92939,random,0
cake,92939,random,1
cake,92939,random,2
cake,48396,random,0
cake,48396,random,1
cake,48396,random,2
cake,263969,random,0
cake,263969,random,1
cake,263969,random,2
cake,245026,random,0
cake,245026,random,1
cake,245026,random,2
cake,162092,random,0
cake,162092,random,1
cake,162092,random,2
cake,561465,random,0
cake,561465,random,1
cake,561465,random,2
cake,496954,random,0
cake,496954,random,1
cake,496954,random,2
cake,374083,random,0
cake,374083,random,1
cake,374083,random,2
cake,329542,random,0
cake,329542,random,1
cake,329542,random,2
cake,173383,random,0
cake,173383,random,1
cake,173383,random,2
cake,54605,random,0
cake,54605,random,1
cake,54605,random,2
cake,255824,random,0
cake,255824,random,1
cake,255824,random,2
cake,180560,random,0
cake,180560,random,1
cake,180560,random,2
cake,182611,random,0
cake,182611,random,1
cake,182611,random,2
cake,109916,random,0
cake,109916,random,1
cake,109916,random,2
cake,140640,random,0
cake,140640,random,1
cake,140640,random,2
cake,35682,random,0
cake,35682,random,1
cake,35682,random,2
cake,468332,random,0
cake,468332,random,1
cake,468332,random,2
cake,211825,random,0
cake,211825,random,1
cake,211825,random,2
cake,397681,random,0
cake,397681,random,1
cake,397681,random,2
cake,260470,random,0
cake,260470,random,1
cake,260470,random,2
cake,119677,random,0
cake,119677,random,1
cake,119677,random,2
car,184324,random,0
car,184324,random,1
car,184324,random,2
car,393226,random,0
car,393226,random,1
car,393226,random,2
car,102411,random,0
car,102411,random,1
car,102411,random,2
car,169996,random,0
car,169996,random,1
car,169996,random,2
car,67616,random,0
car,67616,random,1
car,67616,random,2
car,555050,random,0
car,555050,random,1
car,555050,random,2
car,284725,random,0
car,284725,random,1
car,284725,random,2
car,499768,random,0
car,499768,random,1
car,499768,random,2
car,315450,random,0
car,315450,random,1
car,315450,random,2
car,157756,random,0
car,157756,random,1
car,157756,random,2
car,499775,random,0
car,499775,random,1
car,499775,random,2
car,204871,random,0
car,204871,random,1
car,204871,random,2
car,301135,random,0
car,301135,random,1
car,301135,random,2
car,231508,random,0
car,231508,random,1
car,231508,random,2
car,505942,random,0
car,505942,random,1
car,505942,random,2
car,98392,random,0
car,98392,random,1
car,98392,random,2
car,127092,random,0
car,127092,random,1
car,127092,random,2
car,319607,random,0
car,319607,random,1
car,319607,random,2
car,565391,random,0
car,565391,random,1
car,565391,random,2
car,198805,random,0
car,198805,random,1
car,198805,random,2
car,243867,random,0
car,243867,random,1
car,243867,random,2
car,194716,random,0
car,194716,random,1
car,194716,random,2
car,192670,random,0
car,192670,random,1
car,192670,random,2
car,260266,random,0
car,260266,random,1
car,260266,random,2
car,278705,random,0
car,278705,random,1
car,278705,random,2
car,334006,random,0
car,334006,random,1
car,334006,random,2
car,227511,random,0
car,227511,random,1
car,227511,random,2
car,446651,random,0
car,446651,random,1
car,446651,random,2
car,303305,random,0
car,303305,random,1
car,303305,random,2
car,84170,random,0
car,84170,random,1
car,84170,random,2
car,86220,random,0
car,86220,random,1
car,86220,random,2
car,192716,random,0
car,192716,random,1
car,192716,random,2
car,293071,random,0
car,293071,random,1
car,293071,random,2
car,424162,random,0
car,424162,random,1
car,424162,random,2
car,276707,random,0
car,276707,random,1
car,276707,random,2
car,157928,random,0
car,157928,random,1
car,157928,random,2
car,135410,random,0
car,135410,random,1
car,135410,random,2
car,356612,random,0
car,356612,random,1
car,356612,random,2
car,213255,random,0
car,213255,random,1
car,213255,random,2
car,160012,random,0
car,160012,random,1
car,160012,random,2
car,147725,random,0
car,147725,random,1
car,147725,random,2
car,100624,random,0
car,100624,random,1
car,100624,random,2
car,147740,random,0
car,147740,random,1
car,147740,random,2
car,141597,random,0
car,141597,random,1
car,141597,random,2
car,172330,random,0
car,172330,random,1
car,172330,random,2
car,26926,random,0
car,26926,random,1
car,26926,random,2
car,565563,random,0
car,565563,random,1
car,565563,random,2
car,301376,random,0
car,301376,random,1
car,301376,random,2
car,567640,random,0
car,567640,random,1
car,567640,random,2
car,475484,random,0
car,475484,random,1
car,475484,random,2
carrot,253452,random,0
carrot,253452,random,1
carrot,253452,random,2
carrot,120853,random,0
carrot,120853,random,1
carrot,120853,random,2
carrot,397351,random,0
carrot,397351,random,1
carrot,397351,random,2
carrot,177714,random,0
carrot,177714,random,1
carrot,177714,random,2
carrot,560178,random,0
carrot,560178,random,1
carrot,560178,random,2
carrot,130613,random,0
carrot,130613,random,1
carrot,130613,random,2
carrot,105014,random,0
carrot,105014,random,1
carrot,105014,random,2
carrot,113235,random,0
carrot,113235,random,1
carrot,113235,random,2
carrot,276055,random,0
carrot,276055,random,1
carrot,276055,random,2
carrot,567898,random,0
carrot,567898,random,1
carrot,567898,random,2
carrot,455267,random,0
carrot,455267,random,1
carrot,455267,random,2
carrot,434297,random,0
carrot,434297,random,1
carrot,434297,random,2
carrot,143998,random,0
carrot,143998,random,1
carrot,143998,random,2
carrot,530052,random,0
carrot,530052,random,1
carrot,530052,random,2
carrot,116362,random,0
carrot,116362,random,1
carrot,116362,random,2
carrot,251537,random,0
carrot,251537,random,1
carrot,251537,random,2
carrot,170670,random,0
carrot,170670,random,1
carrot,170670,random,2
carrot,465585,random,0
carrot,465585,random,1
carrot,465585,random,2
carrot,385205,random,0
carrot,385205,random,1
carrot,385205,random,2
carrot,336053,random,0
carrot,336053,random,1
carrot,336053,random,2
carrot,231097,random,0
carrot,231097,random,1
carrot,231097,random,2
carrot,296634,random,0
carrot,296634,random,1
carrot,296634,random,2
carrot,157390,random,0
carrot,157390,random,1
carrot,157390,random,2
carrot,460494,random,0
carrot,460494,random,1
carrot,460494,random,2
carrot,308430,random,0
carrot,308430,random,1
carrot,308430,random,2
carrot,104669,random,0
carrot,104669,random,1
carrot,104669,random,2
carrot,23781,random,0
carrot,23781,random,1
carrot,23781,random,2
carrot,493799,random,0
carrot,493799,random,1
carrot,493799,random,2
carrot,3845,random,0
carrot,3845,random,1
carrot,3845,random,2
carrot,389381,random,0
carrot,389381,random,1
carrot,389381,random,2
carrot,424721,random,0
carrot,424721,random,1
carrot,424721,random,2
carrot,210230,random,0
carrot,210230,random,1
carrot,210230,random,2
carrot,7991,random,0
carrot,7991,random,1
carrot,7991,random,2
carrot,314182,random,0
carrot,314182,random,1
carrot,314182,random,2
carrot,466256,random,0
carrot,466256,random,1
carrot,466256,random,2
carrot,203095,random,0
carrot,203095,random,1
carrot,203095,random,2
carrot,397681,random,0
carrot,397681,random,1
carrot,397681,random,2
carrot,223090,random,0
carrot,223090,random,1
carrot,223090,random,2
carrot,194940,random,0
carrot,194940,random,1
carrot,194940,random,2
carrot,287667,random,0
carrot,287667,random,1
carrot,287667,random,2
carrot,165831,random,0
carrot,165831,random,1
carrot,165831,random,2
carrot,29640,random,0
carrot,29640,random,1
carrot,29640,random,2
carrot,284106,random,0
carrot,284106,random,1
carrot,284106,random,2
carrot,34257,random,0
carrot,34257,random,1
carrot,34257,random,2
carrot,298994,random,0
carrot,298994,random,1
carrot,298994,random,2
carrot,376307,random,0
carrot,376307,random,1
carrot,376307,random,2
carrot,288762,random,0
carrot,288762,random,1
carrot,288762,random,2
cat,269314,random,0
cat,269314,random,1
cat,269314,random,2
cat,245764,random,0
cat,245764,random,1
cat,245764,random,2
cat,458255,random,0
cat,458255,random,1
cat,458255,random,2
cat,312340,random,0
cat,312340,random,1
cat,312340,random,2
cat,290843,random,0
cat,290843,random,1
cat,290843,random,2
cat,533536,random,0
cat,533536,random,1
cat,533536,random,2
cat,320554,random,0
cat,320554,random,1
cat,320554,random,2
cat,460841,random,0
cat,460841,random,1
cat,460841,random,2
cat,101420,random,0
cat,101420,random,1
cat,101420,random,2
cat,357941,random,0
cat,357941,random,1
cat,357941,random,2
cat,71226,random,0
cat,71226,random,1
cat,71226,random,2
cat,401991,random,0
cat,401991,random,1
cat,401991,random,2
cat,469067,random,0
cat,469067,random,1
cat,469067,random,2
cat,107087,random,0
cat,107087,random,1
cat,107087,random,2
cat,277584,random,0
cat,277584,random,1
cat,277584,random,2
cat,77396,random,0
cat,77396,random,1
cat,77396,random,2
cat,519764,random,0
cat,519764,random,1
cat,519764,random,2
cat,327769,random,0
cat,327769,random,1
cat,327769,random,2
cat,78426,random,0
cat,78426,random,1
cat,78426,random,2
cat,181859,random,0
cat,181859,random,1
cat,181859,random,2
cat,456292,random,0
cat,456292,random,1
cat,456292,random,2
cat,279145,random,0
cat,279145,random,1
cat,279145,random,2
cat,316015,random,0
cat,316015,random,1
cat,316015,random,2
cat,366199,random,0
cat,366199,random,1
cat,366199,random,2
cat,10363,random,0
cat,10363,random,1
cat,10363,random,2
cat,117374,random,0
cat,117374,random,1
cat,117374,random,2
cat,94336,random,0
cat,94336,random,1
cat,94336,random,2
cat,153217,random,0
cat,153217,random,1
cat,153217,random,2
cat,176778,random,0
cat,176778,random,1
cat,176778,random,2
cat,565391,random,0
cat,565391,random,1
cat,565391,random,2
cat,243344,random,0
cat,243344,random,1
cat,243344,random,2
cat,117908,random,0
cat,117908,random,1
cat,117908,random,2
cat,174231,random,0
cat,174231,random,1
cat,174231,random,2
cat,291490,random,0
cat,291490,random,1
cat,291490,random,2
cat,84650,random,0
cat,84650,random,1
cat,84650,random,2
cat,530099,random,0
cat,530099,random,1
cat,530099,random,2
cat,14007,random,0
cat,14007,random,1
cat,14007,random,2
cat,478393,random,0
cat,478393,random,1
cat,478393,random,2
cat,555705,random,0
cat,555705,random,1
cat,555705,random,2
cat,375493,random,0
cat,375493,random,1
cat,375493,random,2
cat,413395,random,0
cat,413395,random,1
cat,413395,random,2
cat,176857,random,0
cat,176857,random,1
cat,176857,random,2
cat,134882,random,0
cat,134882,random,1
cat,134882,random,2
cat,23272,random,0
cat,23272,random,1
cat,23272,random,2
cat,466156,random,0
cat,466156,random,1
cat,466156,random,2
cat,491757,random,0
cat,491757,random,1
cat,491757,random,2
cat,121586,random,0
cat,121586,random,1
cat,121586,random,2
cat,492284,random,0
cat,492284,random,1
cat,492284,random,2
cat,540928,random,0
cat,540928,random,1
cat,540928,random,2
cat,409867,random,0
cat,409867,random,1
cat,409867,random,2
cell phone,376322,random,0
cell phone,376322,random,1
cell phone,376322,random,2
cell phone,459272,random,0
cell phone,459272,random,1
cell phone,459272,random,2
cell phone,120853,random,0
cell phone,120853,random,1
cell phone,120853,random,2
cell phone,213035,random,0
cell phone,213035,random,1
cell phone,213035,random,2
cell phone,506933,random,0
cell phone,506933,random,1
cell phone,506933,random,2
cell phone,146489,random,0
cell phone,146489,random,1
cell phone,146489,random,2
cell phone,119365,random,0
cell phone,119365,random,1
cell phone,119365,random,2
cell phone,579655,random,0
cell phone,579655,random,1
cell phone,579655,random,2
cell phone,469067,random,0
cell phone,469067,random,1
cell phone,469067,random,2
cell phone,166478,random,0
cell phone,166478,random,1
cell phone,166478,random,2
cell phone,492110,random,0
cell phone,492110,random,1
cell phone,492110,random,2
cell phone,507473,random,0
cell phone,507473,random,1
cell phone,507473,random,2
cell phone,123480,random,0
cell phone,123480,random,1
cell phone,123480,random,2
cell phone,120420,random,0
cell phone,120420,random,1
cell phone,120420,random,2
cell phone,316015,random,0
cell phone,316015,random,1
cell phone,316015,random,2
cell phone,228981,random,0
cell phone,228981,random,1
cell phone,228981,random,2
cell phone,450686,random,0
cell phone,450686,random,1
cell phone,450686,random,2
cell phone,76416,random,0
cell phone,76416,random,1
cell phone,76416,random,2
cell phone,288391,random,0
cell phone,288391,random,1
cell phone,288391,random,2
cell phone,292488,random,0
cell phone,292488,random,1
cell phone,292488,random,2
cell phone,180878,random,0
cell phone,180878,random,1
cell phone,180878,random,2
cell phone,366225,random,0
cell phone,366225,random,1
cell phone,366225,random,2
cell phone,343706,random,0
cell phone,343706,random,1
cell phone,343706,random,2
cell phone,562843,random,0
cell phone,562843,random,1
cell phone,562843,random,2
cell phone,563882,random,0
cell phone,563882,random,1
cell phone,563882,random,2
cell phone,546475,random,0
cell phone,546475,random,1
cell phone,546475,random,2
cell phone,537270,random,0
cell phone,537270,random,1
cell phone,537270,random,2
cell phone,52413,random,0
cell phone,52413,random,1
cell phone,52413,random,2
cell phone,497344,random,0
cell phone,497344,random,1
cell phone,497344,random,2
cell phone,553664,random,0
cell phone,553664,random,1
cell phone,553664,random,2
cell phone,216277,random,0
cell phone,216277,random,1
cell phone,216277,random,2
cell phone,561366,random,0
cell phone,561366,random,1
cell phone,561366,random,2
cell phone,66771,random,0
cell phone,66771,random,1
cell phone,66771,random,2
cell phone,71938,random,0
cell phone,71938,random,1
cell phone,71938,random,2
cell phone,345356,random,0
cell phone,345356,random,1
cell phone,345356,random,2
cell phone,100624,random,0
cell phone,100624,random,1
cell phone,100624,random,2
cell phone,147729,random,0
cell phone,147729,random,1
cell phone,147729,random,2
cell phone,1296,random,0
cell phone,1296,random,1
cell phone,1296,random,2
cell phone,302882,random,0
cell phone,302882,random,1
cell phone,302882,random,2
cell phone,174371,random,0
cell phone,174371,random,1
cell phone,174371,random,2
cell phone,549674,random,0
cell phone,549674,random,1
cell phone,549674,random,2
cell phone,160556,random,0
cell phone,160556,random,1
cell phone,160556,random,2
cell phone,465718,random,0
cell phone,465718,random,1
cell phone,465718,random,2
cell phone,73533,random,0
cell phone,73533,random,1
cell phone,73533,random,2
cell phone,348481,random,0
cell phone,348481,random,1
cell phone,348481,random,2
cell phone,245576,random,0
cell phone,245576,random,1
cell phone,245576,random,2
cell phone,214869,random,0
cell phone,214869,random,1
cell phone,214869,random,2
cell phone,62808,random,0
cell phone,62808,random,1
cell phone,62808,random,2
cell phone,209753,random,0
cell phone,209753,random,1
cell phone,209753,random,2
cell phone,463199,random,0
cell phone,463199,random,1
cell phone,463199,random,2
chair,241668,random,0
chair,241668,random,1
chair,241668,random,2
chair,311303,random,0
chair,311303,random,1
chair,311303,random,2
chair,8211,random,0
chair,8211,random,1
chair,8211,random,2
chair,67616,random,0
chair,67616,random,1
chair,67616,random,2
chair,24610,random,0
chair,24610,random,1
chair,24610,random,2
chair,397354,random,0
chair,397354,random,1
chair,397354,random,2
chair,368684,random,0
chair,368684,random,1
chair,368684,random,2
chair,462904,random,0
chair,462904,random,1
chair,462904,random,2
chair,34873,random,0
chair,34873,random,1
chair,34873,random,2
chair,407614,random,0
chair,407614,random,1
chair,407614,random,2
chair,180296,random,0
chair,180296,random,1
chair,180296,random,2
chair,20553,random,0
chair,20553,random,1
chair,20553,random,2
chair,395343,random,0
chair,395343,random,1
chair,395343,random,2
chair,268378,random,0
chair,268378,random,1
chair,268378,random,2
chair,313454,random,0
chair,313454,random,1
chair,313454,random,2
chair,163951,random,0
chair,163951,random,1
chair,163951,random,2
chair,481390,random,0
chair,481390,random,1
chair,481390,random,2
chair,342128,random,0
chair,342128,random,1
chair,342128,random,2
chair,133244,random,0
chair,133244,random,1
chair,133244,random,2
chair,473219,random,0
chair,473219,random,1
chair,473219,random,2
chair,32901,random,0
chair,32901,random,1
chair,32901,random,2
chair,61584,random,0
chair,61584,random,1
chair,61584,random,2
chair,196754,random,0
chair,196754,random,1
chair,196754,random,2
chair,473237,random,0
chair,473237,random,1
chair,473237,random,2
chair,440475,random,0
chair,440475,random,1
chair,440475,random,2
chair,231580,random,0
chair,231580,random,1
chair,231580,random,2
chair,192670,random,0
chair,192670,random,1
chair,192670,random,2
chair,336053,random,0
chair,336053,random,1
chair,336053,random,2
chair,190648,random,0
chair,190648,random,1
chair,190648,random,2
chair,374982,random,0
chair,374982,random,1
chair,374982,random,2
chair,125129,random,0
chair,125129,random,1
chair,125129,random,2
chair,325838,random,0
chair,325838,random,1
chair,325838,random,2
chair,461009,random,0
chair,461009,random,1
chair,461009,random,2
chair,467176,random,0
chair,467176,random,1
chair,467176,random,2
chair,213224,random,0
chair,213224,random,1
chair,213224,random,2
chair,428280,random,0
chair,428280,random,1
chair,428280,random,2
chair,368900,random,0
chair,368900,random,1
chair,368900,random,2
chair,180487,random,0
chair,180487,random,1
chair,180487,random,2
chair,504074,random,0
chair,504074,random,1
chair,504074,random,2
chair,160012,random,0
chair,160012,random,1
chair,160012,random,2
chair,151820,random,0
chair,151820,random,1
chair,151820,random,2
chair,532761,random,0
chair,532761,random,1
chair,532761,random,2
chair,229659,random,0
chair,229659,random,1
chair,229659,random,2
chair,434459,random,0
chair,434459,random,1
chair,434459,random,2
chair,540962,random,0
chair,540962,random,1
chair,540962,random,2
chair,366884,random,0
chair,366884,random,1
chair,366884,random,2
chair,489764,random,0
