category,image_id,width,height,prompt,bbox_512,num_inference_steps,guidance_scale,seed
cake,54605,612,612,,"[100, 100, 512, 512]",30,2.194970835064874,1058021795
cake,255824,1024,765,,"[236, 197, 512, 512]",29,3.0348849462685425,1014848104
cake,180560,800,533,,"[124, 21, 512, 512]",39,4.393507338605968,1521018998
cake,182611,768,1024,,"[230, 391, 512, 512]",28,6.610794772067163,946897390
cake,109916,1024,768,,"[115, 0, 512, 512]",23,8.038865176023725,693415842
cake,140640,1024,681,,"[512, 169, 512, 512]",17,1.7078400439235306,411317620
cake,35682,768,1024,,"[69, 512, 512, 512]",40,9.381137078287315,1594737559
cake,468332,1024,678,,"[368, 166, 512, 512]",20,7.865125519139077,548344684
cake,211825,1024,768,,"[228, 175, 512, 512]",10,3.888677059518759,27700026
cake,397681,1024,1024,,"[256, 0, 512, 512]",46,2.7039881748540786,1901078373
cake,260470,1024,683,,"[1, 171, 512, 512]",33,6.363575990083298,1245682962
cake,119677,1024,768,,"[202, 0, 512, 512]",12,6.352203040853406,143465762
car,184324,1024,680,,"[241, 150, 512, 512]",31,8.832242835730762,1145441010
car,393226,1024,768,,"[0, 113, 512, 512]",25,3.5813548817879983,821827540
car,102411,1024,683,,"[0, 137, 512, 512]",26,6.428333350464056,847200043
car,169996,1024,768,,"[240, 256, 512, 512]",24,7.997806746281609,757855135
car,67616,1024,768,,"[486, 256, 512, 512]",35,7.444671666432088,1340589947
car,555050,1024,660,,"[0, 148, 512, 512]",47,9.238421084414568,1938609420
car,284725,1024,683,,"[164, 171, 512, 512]",44,8.743542842645962,1786372013
car,499768,1023,685,,"[0, 0, 512, 512]",48,9.264138661438862,2014448640
car,315450,1023,685,,"[0, 167, 512, 512]",19,1.2392896102083748,500051954
car,157756,768,1024,,"[0, 487, 512, 512]",13,4.935232001165579,168571695
car,499775,1024,768,,"[512, 256, 512, 512]",17,5.364498942795593,388528798
car,204871,612,612,,"[100, 0, 512, 512]",42,1.5863877763309675,1701289843
car,301135,684,1024,,"[172, 339, 512, 512]",22,1.0506344561145364,644859804
car,231508,664,992,,"[89, 0, 512, 512]",48,8.475592932741314,2038980991
car,505942,800,600,,"[288, 38, 512, 512]",27,9.84972019857558,906032039
car,98392,768,1024,,"[256, 512, 512, 512]",40,8.061488674054116,1579638338
car,127092,1024,768,,"[36, 256, 512, 512]",32,3.8404314098044585,1182859276
car,319607,1024,1024,,"[297, 399, 512, 512]",31,7.348003341305084,1131072087
car,565391,768,1024,,"[0, 512, 512, 512]",44,3.69262965878422,1827983318
car,198805,1024,637,,"[0, 125, 512, 512]",33,7.666736345881738,1217393872
car,243867,1023,685,,"[0, 173, 512, 512]",10,3.517724977734583,29768455
car,194716,1024,683,,"[512, 0, 512, 512]",16,8.043318237953184,335554307
car,192670,1024,693,,"[0, 0, 512, 512]",31,9.88966672205119,1130085198
car,260266,766,1024,,"[0, 512, 512, 512]",48,9.876146943522146,2002619399
car,278705,1024,768,,"[2, 69, 512, 512]",25,8.945763102970082,807025520
car,334006,1024,682,,"[0, 170, 512, 512]",12,9.21529046605526,126659316
car,227511,1024,768,,"[42, 256, 512, 512]",20,7.373862226928552,544610078
car,446651,1024,682,,"[0, 69, 512, 512]",19,5.990471895371578,502803994
car,303305,1024,768,,"[512, 110, 512, 512]",11,9.309143872631983,78112099
car,84170,1024,768,,"[34, 222, 512, 512]",50,1.807577018688813,2135232880
car,86220,1023,685,,"[207, 173, 512, 512]",29,4.331183906260067,1006074700
car,192716,829,1024,,"[0, 512, 512, 512]",32,6.453450491583366,1171239504
car,293071,686,1024,,"[0, 125, 512, 512]",43,5.29956907226817,1754370252
car,424162,1023,819,,"[0, 125, 512, 512]",30,8.135720924475056,1084998680
car,276707,1024,768,,"[0, 256, 512, 512]",46,2.755777541311419,1933072943
car,157928,1024,768,,"[0, 21, 512, 512]",25,1.5602814767499709,825039645
car,135410,768,1024,,"[0, 171, 512, 512]",27,2.138665665159264,914582800
car,356612,1024,665,,"[164, 124, 512, 512]",11,9.665034264254464,86984129
car,213255,768,1024,,"[174, 28, 512, 512]",30,2.194970835064874,1058021795
car,160012,1024,737,,"[512, 0, 512, 512]",29,3.0348849462685425,1014848104
car,147725,1024,629,,"[512, 96, 512, 512]",39,4.393507338605968,1521018998
car,100624,1024,683,,"[0, 171, 512, 512]",28,6.610794772067163,946897390
car,147740,800,600,,"[0, 88, 512, 512]",23,8.038865176023725,693415842
car,141597,1024,683,,"[489, 171, 512, 512]",17,1.7078400439235306,411317620
car,172330,1024,768,,"[512, 115, 512, 512]",40,9.381137078287315,1594737559
car,26926,677,1024,,"[0, 78, 512, 512]",20,7.865125519139077,548344684
car,565563,1024,768,,"[0, 193, 512, 512]",10,3.888677059518759,27700026
car,301376,682,1024,,"[170, 512, 512, 512]",46,2.7039881748540786,1901078373
car,567640,1024,680,,"[170, 0, 512, 512]",33,6.363575990083298,1245682962
car,475484,681,1023,,"[169, 338, 512, 512]",12,6.352203040853406,143465762
carrot,253452,1023,682,,"[107, 39, 512, 512]",31,8.832242835730762,1145441010
carrot,120853,1024,684,,"[364, 82, 512, 512]",25,3.5813548817879983,821827540
carrot,397351,1024,681,,"[0, 71, 512, 512]",26,6.428333350464056,847200043
carrot,177714,1023,654,,"[370, 0, 512, 512]",24,7.997806746281609,757855135
carrot,560178,1024,768,,"[263, 113, 512, 512]",35,7.444671666432088,1340589947
carrot,130613,800,531,,"[288, 0, 512, 512]",47,9.238421084414568,1938609420
carrot,105014,683,1024,,"[171, 21, 512, 512]",44,8.743542842645962,1786372013
carrot,113235,1024,768,,"[150, 256, 512, 512]",48,9.264138661438862,2014448640
carrot,276055,1024,768,,"[0, 85, 512, 512]",19,1.2392896102083748,500051954
carrot,567898,1023,727,,"[329, 0, 512, 512]",13,4.935232001165579,168571695
carrot,455267,1024,768,,"[269, 149, 512, 512]",17,5.364498942795593,388528798
carrot,434297,1024,768,,"[289, 256, 512, 512]",42,1.5863877763309675,1701289843
carrot,143998,612,612,,"[0, 27, 512, 512]",22,1.0506344561145364,644859804
carrot,530052,1024,683,,"[133, 171, 512, 512]",48,8.475592932741314,2038980991
carrot,116362,612,612,,"[100, 0, 512, 512]",27,9.84972019857558,906032039
carrot,251537,1024,1024,,"[512, 465, 512, 512]",40,8.061488674054116,1579638338
carrot,170670,1024,681,,"[137, 74, 512, 512]",32,3.8404314098044585,1182859276
carrot,465585,683,1024,,"[171, 326, 512, 512]",31,7.348003341305084,1131072087
carrot,385205,1024,768,,"[0, 256, 512, 512]",44,3.69262965878422,1827983318
carrot,336053,1024,768,,"[352, 165, 512, 512]",33,7.666736345881738,1217393872
carrot,231097,1024,768,,"[61, 57, 512, 512]",10,3.517724977734583,29768455
carrot,296634,1024,724,,"[0, 212, 512, 512]",16,8.043318237953184,335554307
carrot,157390,1024,768,,"[337, 256, 512, 512]",31,9.88966672205119,1130085198
carrot,460494,1024,681,,"[204, 60, 512, 512]",48,9.876146943522146,2002619399
carrot,308430,1024,768,,"[382, 256, 512, 512]",25,8.945763102970082,807025520
carrot,104669,800,600,,"[288, 87, 512, 512]",12,9.21529046605526,126659316
carrot,23781,1024,683,,"[440, 171, 512, 512]",20,7.373862226928552,544610078
carrot,493799,1024,772,,"[461, 260, 512, 512]",19,5.990471895371578,502803994
carrot,3845,1024,768,,"[205, 256, 512, 512]",11,9.309143872631983,78112099
carrot,389381,1024,868,,"[59, 48, 512, 512]",50,1.807577018688813,2135232880
carrot,424721,1024,768,,"[512, 153, 512, 512]",29,4.331183906260067,1006074700
carrot,210230,1023,731,,"[301, 219, 512, 512]",32,6.453450491583366,1171239504
carrot,7991,1024,575,,"[265, 63, 512, 512]",43,5.29956907226817,1754370252
carrot,314182,600,800,,"[88, 0, 512, 512]",30,8.135720924475056,1084998680
carrot,466256,1023,680,,"[382, 0, 512, 512]",46,2.755777541311419,1933072943
carrot,203095,1024,768,,"[476, 61, 512, 512]",25,1.5602814767499709,825039645
carrot,397681,1024,1024,,"[255, 257, 512, 512]",27,2.138665665159264,914582800
carrot,223090,1024,768,,"[0, 208, 512, 512]",11,9.665034264254464,86984129
carrot,194940,1024,768,,"[445, 93, 512, 512]",30,2.194970835064874,1058021795
carrot,287667,1024,768,,"[512, 109, 512, 512]",29,3.0348849462685425,1014848104
carrot,165831,1024,768,,"[0, 0, 512, 512]",39,4.393507338605968,1521018998
carrot,29640,1024,682,,"[418, 0, 512, 512]",28,6.610794772067163,946897390
carrot,284106,1024,673,,"[188, 67, 512, 512]",23,8.038865176023725,693415842
carrot,34257,1024,632,,"[256, 120, 512, 512]",17,1.7078400439235306,411317620
carrot,298994,1023,685,,"[0, 29, 512, 512]",40,9.381137078287315,1594737559
carrot,376307,768,1024,,"[105, 396, 512, 512]",20,7.865125519139077,548344684
carrot,288762,1023,680,,"[193, 15, 512, 512]",10,3.888677059518759,27700026
cat,269314,1024,768,,"[277, 96, 512, 512]",31,8.832242835730762,1145441010
cat,245764,1024,768,,"[295, 256, 512, 512]",25,3.5813548817879983,821827540
cat,458255,1023,685,,"[340, 154, 512, 512]",26,6.428333350464056,847200043
cat,312340,1024,680,,"[181, 108, 512, 512]",24,7.997806746281609,757855135
cat,290843,685,1023,,"[0, 343, 512, 512]",35,7.444671666432088,1340589947
cat,533536,1024,768,,"[136, 256, 512, 512]",47,9.238421084414568,1938609420
cat,320554,1024,768,,"[326, 245, 512, 512]",44,8.743542842645962,1786372013
cat,460841,1024,768,,"[0, 87, 512, 512]",48,9.264138661438862,2014448640
cat,101420,1024,768,,"[75, 0, 512, 512]",19,1.2392896102083748,500051954
cat,357941,800,600,,"[193, 22, 512, 512]",13,4.935232001165579,168571695
cat,71226,1024,681,,"[367, 0, 512, 512]",17,5.364498942795593,388528798
cat,401991,1024,607,,"[0, 0, 512, 512]",42,1.5863877763309675,1701289843
cat,469067,1024,768,,"[422, 256, 512, 512]",22,1.0506344561145364,644859804
cat,107087,1024,683,,"[0, 88, 512, 512]",48,8.475592932741314,2038980991
cat,277584,1024,768,,"[320, 170, 512, 512]",27,9.84972019857558,906032039
cat,77396,1024,768,,"[243, 201, 512, 512]",40,8.061488674054116,1579638338
cat,519764,1024,768,,"[350, 126, 512, 512]",32,3.8404314098044585,1182859276
cat,327769,1024,678,,"[267, 44, 512, 512]",31,7.348003341305084,1131072087
cat,78426,800,534,,"[0, 22, 512, 512]",44,3.69262965878422,1827983318
cat,181859,681,1024,,"[83, 312, 512, 512]",33,7.666736345881738,1217393872
cat,456292,768,1024,,"[141, 422, 512, 512]",10,3.517724977734583,29768455
cat,279145,1024,768,,"[0, 256, 512, 512]",16,8.043318237953184,335554307
cat,316015,1024,819,,"[512, 289, 512, 512]",31,9.88966672205119,1130085198
cat,366199,1023,683,,"[264, 82, 512, 512]",48,9.876146943522146,2002619399
cat,10363,1024,577,,"[317, 25, 512, 512]",25,8.945763102970082,807025520
cat,117374,1024,684,,"[512, 172, 512, 512]",12,9.21529046605526,126659316
cat,94336,800,538,,"[168, 0, 512, 512]",20,7.373862226928552,544610078
cat,153217,600,800,,"[0, 288, 512, 512]",19,5.990471895371578,502803994
cat,176778,683,1024,,"[171, 512, 512, 512]",11,9.309143872631983,78112099
cat,565391,768,1024,,"[180, 224, 512, 512]",50,1.807577018688813,2135232880
cat,243344,768,1024,,"[110, 155, 512, 512]",29,4.331183906260067,1006074700
cat,117908,1023,654,,"[511, 142, 512, 512]",32,6.453450491583366,1171239504
cat,174231,768,1024,,"[138, 221, 512, 512]",43,5.29956907226817,1754370252
cat,291490,1024,629,,"[128, 61, 512, 512]",30,8.135720924475056,1084998680
cat,84650,1024,768,,"[405, 164, 512, 512]",46,2.755777541311419,1933072943
cat,530099,800,600,,"[215, 88, 512, 512]",25,1.5602814767499709,825039645
cat,14007,1023,681,,"[349, 105, 512, 512]",27,2.138665665159264,914582800
cat,478393,768,1024,,"[21, 60, 512, 512]",11,9.665034264254464,86984129
cat,555705,1023,594,,"[511, 8, 512, 512]",30,2.194970835064874,1058021795
cat,375493,1024,768,,"[59, 186, 512, 512]",29,3.0348849462685425,1014848104
cat,413395,1024,673,,"[0, 161, 512, 512]",39,4.393507338605968,1521018998
cat,176857,800,600,,"[128, 32, 512, 512]",28,6.610794772067163,946897390
cat,134882,769,768,,"[162, 177, 512, 512]",23,8.038865176023725,693415842
cat,23272,1024,768,,"[254, 0, 512, 512]",17,1.7078400439235306,411317620
cat,466156,800,600,,"[175, 0, 512, 512]",40,9.381137078287315,1594737559
cat,491757,1024,767,,"[440, 160, 512, 512]",20,7.865125519139077,548344684
cat,121586,1024,765,,"[84, 0, 512, 512]",10,3.888677059518759,27700026
cat,492284,1024,768,,"[238, 77, 512, 512]",46,2.7039881748540786,1901078373
cat,540928,1023,728,,"[365, 0, 512, 512]",33,6.363575990083298,1245682962
cat,409867,685,1023,,"[0, 511, 512, 512]",12,6.352203040853406,143465762
cell phone,376322,765,1024,,"[0, 512, 512, 512]",31,8.832242835730762,1145441010
cell phone,459272,768,1024,,"[256, 512, 512, 512]",25,3.5813548817879983,821827540
cell phone,120853,1024,684,,"[416, 0, 512, 512]",26,6.428333350464056,847200043
cell phone,213035,1024,683,,"[310, 55, 512, 512]",24,7.997806746281609,757855135
cell phone,506933,1024,768,,"[0, 227, 512, 512]",35,7.444671666432088,1340589947
cell phone,146489,1024,768,,"[0, 256, 512, 512]",47,9.238421084414568,1938609420
cell phone,119365,768,1024,,"[256, 277, 512, 512]",44,8.743542842645962,1786372013
cell phone,579655,1024,639,,"[235, 98, 512, 512]",48,9.264138661438862,2014448640
cell phone,469067,1024,768,,"[512, 256, 512, 512]",19,1.2392896102083748,500051954
cell phone,166478,1023,681,,"[477, 169, 512, 512]",13,4.935232001165579,168571695
cell phone,492110,1024,683,,"[355, 171, 512, 512]",17,5.364498942795593,388528798
cell phone,507473,1024,768,,"[62, 0, 512, 512]",42,1.5863877763309675,1701289843
cell phone,123480,1024,768,,"[0, 101, 512, 512]",22,1.0506344561145364,644859804
cell phone,120420,1024,768,,"[206, 105, 512, 512]",48,8.475592932741314,2038980991
cell phone,316015,1024,819,,"[0, 307, 512, 512]",27,9.84972019857558,906032039
cell phone,228981,1024,768,,"[16, 141, 512, 512]",40,8.061488674054116,1579638338
cell phone,450686,818,1024,,"[170, 251, 512, 512]",32,3.8404314098044585,1182859276
cell phone,76416,1024,768,,"[339, 171, 512, 512]",31,7.348003341305084,1131072087
cell phone,288391,683,1024,,"[0, 59, 512, 512]",44,3.69262965878422,1827983318
cell phone,292488,1024,681,,"[318, 0, 512, 512]",33,7.666736345881738,1217393872
cell phone,180878,1024,683,,"[445, 171, 512, 512]",10,3.517724977734583,29768455
cell phone,366225,865,1024,,"[0, 201, 512, 512]",16,8.043318237953184,335554307
cell phone,343706,1024,794,,"[135, 282, 512, 512]",31,9.88966672205119,1130085198
cell phone,562843,1024,768,,"[61, 193, 512, 512]",48,9.876146943522146,2002619399
cell phone,563882,1024,680,,"[395, 150, 512, 512]",25,8.945763102970082,807025520
cell phone,546475,613,1024,,"[53, 90, 512, 512]",12,9.21529046605526,126659316
cell phone,537270,1024,768,,"[361, 141, 512, 512]",20,7.373862226928552,544610078
cell phone,52413,1024,768,,"[324, 169, 512, 512]",19,5.990471895371578,502803994
cell phone,497344,800,533,,"[288, 21, 512, 512]",11,9.309143872631983,78112099
cell phone,553664,800,518,,"[288, 6, 512, 512]",50,1.807577018688813,2135232880
cell phone,216277,1024,768,,"[482, 0, 512, 512]",29,4.331183906260067,1006074700
cell phone,561366,1024,768,,"[506, 23, 512, 512]",32,6.453450491583366,1171239504
cell phone,66771,1024,768,,"[383, 137, 512, 512]",43,5.29956907226817,1754370252
cell phone,71938,1024,768,,"[256, 74, 512, 512]",30,8.135720924475056,1084998680
cell phone,345356,1024,768,,"[27, 230, 512, 512]",46,2.755777541311419,1933072943
cell phone,100624,1024,683,,"[51, 0, 512, 512]",25,1.5602814767499709,825039645
cell phone,147729,1024,768,,"[316, 61, 512, 512]",27,2.138665665159264,914582800
cell phone,1296,683,1024,,"[171, 81, 512, 512]",11,9.665034264254464,86984129
cell phone,302882,1024,819,,"[310, 153, 512, 512]",30,2.194970835064874,1058021795
cell phone,174371,1024,817,,"[165, 305, 512, 512]",29,3.0348849462685425,1014848104
cell phone,549674,1024,768,,"[93, 256, 512, 512]",39,4.393507338605968,1521018998
cell phone,160556,1023,685,,"[511, 5, 512, 512]",28,6.610794772067163,946897390
cell phone,465718,1023,687,,"[511, 175, 512, 512]",23,8.038865176023725,693415842
cell phone,73533,1024,768,,"[250, 256, 512, 512]",17,1.7078400439235306,411317620
cell phone,348481,1024,768,,"[512, 254, 512, 512]",40,9.381137078287315,1594737559
cell phone,245576,1023,755,,"[118, 0, 512, 512]",20,7.865125519139077,548344684
cell phone,214869,1024,768,,"[258, 256, 512, 512]",10,3.888677059518759,27700026
cell phone,62808,1023,770,,"[511, 0, 512, 512]",46,2.7039881748540786,1901078373
cell phone,209753,747,1024,,"[235, 332, 512, 512]",33,6.363575990083298,1245682962
cell phone,463199,1024,768,,"[335, 256, 512, 512]",12,6.352203040853406,143465762
chair,241668,736,1023,,"[0, 511, 512, 512]",31,8.832242835730762,1145441010
chair,311303,1024,683,,"[512, 0, 512, 512]",25,3.5813548817879983,821827540
chair,8211,1024,734,,"[304, 220, 512, 512]",26,6.428333350464056,847200043
chair,67616,1024,768,,"[0, 256, 512, 512]",24,7.997806746281609,757855135
chair,24610,1024,768,,"[0, 256, 512, 512]",35,7.444671666432088,1340589947
chair,397354,1024,768,,"[512, 256, 512, 512]",47,9.238421084414568,1938609420
chair,368684,1024,768,,"[130, 119, 512, 512]",44,8.743542842645962,1786372013
chair,462904,1024,768,,"[0, 133, 512, 512]",48,9.264138661438862,2014448640
chair,34873,1024,768,,"[512, 103, 512, 512]",19,1.2392896102083748,500051954
chair,407614,1024,681,,"[512, 169, 512, 512]",13,4.935232001165579,168571695
chair,180296,930,523,,"[418, 0, 512, 512]",17,5.364498942795593,388528798
chair,20553,800,600,,"[35, 88, 512, 512]",42,1.5863877763309675,1701289843
chair,395343,1024,768,,"[147, 256, 512, 512]",22,1.0506344561145364,644859804
chair,268378,1023,575,,"[0, 63, 512, 512]",48,8.475592932741314,2038980991
chair,313454,1024,621,,"[203, 109, 512, 512]",27,9.84972019857558,906032039
chair,163951,683,1024,,"[131, 491, 512, 512]",40,8.061488674054116,1579638338
chair,481390,1024,768,,"[59, 0, 512, 512]",32,3.8404314098044585,1182859276
chair,342128,781,1023,,"[269, 182, 512, 512]",31,7.348003341305084,1131072087
chair,133244,1023,575,,"[383, 0, 512, 512]",44,3.69262965878422,1827983318
chair,473219,1024,685,,"[512, 173, 512, 512]",33,7.666736345881738,1217393872
chair,32901,720,614,,"[208, 102, 512, 512]",10,3.517724977734583,29768455
chair,61584,780,585,,"[0, 51, 512, 512]",16,8.043318237953184,335554307
chair,196754,600,800,,"[88, 288, 512, 512]",31,9.88966672205119,1130085198
chair,473237,800,533,,"[288, 21, 512, 512]",48,9.876146943522146,2002619399
chair,440475,1024,683,,"[304, 171, 512, 512]",25,8.945763102970082,807025520
chair,231580,1024,768,,"[269, 164, 512, 512]",12,9.21529046605526,126659316
chair,192670,1024,693,,"[0, 37, 512, 512]",20,7.373862226928552,544610078
chair,336053,1024,768,,"[508, 0, 512, 512]",19,5.990471895371578,502803994
chair,190648,1024,768,,"[329, 156, 512, 512]",11,9.309143872631983,78112099
chair,374982,600,800,,"[88, 0, 512, 512]",50,1.807577018688813,2135232880
chair,125129,800,533,,"[0, 21, 512, 512]",29,4.331183906260067,1006074700
chair,325838,1024,768,,"[161, 107, 512, 512]",32,6.453450491583366,1171239504
chair,461009,612,612,,"[100, 28, 512, 512]",43,5.29956907226817,1754370252
chair,467176,1023,685,,"[0, 173, 512, 512]",30,8.135720924475056,1084998680
chair,213224,683,1024,,"[0, 391, 512, 512]",46,2.755777541311419,1933072943
chair,428280,1024,681,,"[0, 169, 512, 512]",25,1.5602814767499709,825039645
chair,368900,1024,768,,"[391, 256, 512, 512]",27,2.138665665159264,914582800
chair,180487,1024,683,,"[32, 171, 512, 512]",11,9.665034264254464,86984129
chair,504074,1024,683,,"[512, 60, 512, 512]",30,2.194970835064874,1058021795
chair,160012,1024,737,,"[0, 0, 512, 512]",29,3.0348849462685425,1014848104
chair,151820,1024,683,,"[75, 171, 512, 512]",39,4.393507338605968,1521018998
chair,532761,1024,768,,"[473, 173, 512, 512]",28,6.610794772067163,946897390
chair,229659,1024,768,,"[90, 256, 512, 512]",23,8.038865176023725,693415842
chair,434459,1023,731,,"[26, 208, 512, 512]",17,1.7078400439235306,411317620
chair,540962,1024,819,,"[172, 144, 512, 512]",40,9.381137078287315,1594737559
chair,366884,1024,768,,"[439, 109, 512, 512]",20,7.865125519139077,548344684
chair,489764,1023,861,,"[0, 267, 512, 512]",10,3.888677059518759,27700026
chair,127270,671,1024,,"[0, 0, 512, 512]",46,2.7039881748540786,1901078373
chair,162092,1024,1024,,"[144, 512, 512, 512]",33,6.363575990083298,1245682962
chair,194875,1024,918,,"[452, 273, 512, 512]",12,6.352203040853406,143465762
clock,173057,768,1024,,"[106, 0, 512, 512]",31,8.832242835730762,1145441010
clock,31749,1024,1024,,"[35, 321, 512, 512]",25,3.5813548817879983,821827540
clock,479248,1024,768,,"[512, 256, 512, 512]",26,6.428333350464056,847200043
clock,395801,1024,768,,"[507, 0, 512, 512]",24,7.997806746281609,757855135
clock,400922,1024,768,,"[254, 256, 512, 512]",35,7.444671666432088,1340589947
clock,372260,683,1024,,"[121, 0, 512, 512]",47,9.238421084414568,1938609420
clock,191013,758,1024,,"[122, 230, 512, 512]",44,8.743542842645962,1786372013
clock,344614,765,1024,,"[253, 0, 512, 512]",48,9.264138661438862,2014448640
clock,392228,768,1024,,"[128, 491, 512, 512]",19,1.2392896102083748,500051954
clock,427055,1024,768,,"[464, 0, 512, 512]",13,4.935232001165579,168571695
clock,544306,612,612,,"[100, 100, 512, 512]",17,5.364498942795593,388528798
clock,334399,1024,768,,"[323, 187, 512, 512]",42,1.5863877763309675,1701289843
clock,330818,682,1024,,"[170, 0, 512, 512]",22,1.0506344561145364,644859804
clock,106563,612,612,,"[50, 100, 512, 512]",48,8.475592932741314,2038980991
clock,111179,768,1024,,"[46, 71, 512, 512]",27,9.84972019857558,906032039
clock,573008,1024,768,,"[196, 156, 512, 512]",40,8.061488674054116,1579638338
clock,267351,1024,681,,"[304, 169, 512, 512]",32,3.8404314098044585,1182859276
clock,98392,768,1024,,"[132, 0, 512, 512]",31,7.348003341305084,1131072087
clock,156278,1024,680,,"[480, 0, 512, 512]",44,3.69262965878422,1827983318
clock,156292,685,1023,,"[68, 235, 512, 512]",33,7.666736345881738,1217393872
clock,36494,1024,694,,"[509, 0, 512, 512]",10,3.517724977734583,29768455
clock,418961,1024,683,,"[102, 171, 512, 512]",16,8.043318237953184,335554307
clock,384661,800,600,,"[58, 0, 512, 512]",31,9.88966672205119,1130085198
clock,180383,1024,768,,"[0, 256, 512, 512]",48,9.876146943522146,2002619399
clock,233139,1024,683,,"[0, 160, 512, 512]",25,8.945763102970082,807025520
clock,482487,768,1024,,"[48, 56, 512, 512]",12,9.21529046605526,126659316
clock,455352,1024,848,,"[304, 336, 512, 512]",20,7.373862226928552,544610078
clock,282298,1024,768,,"[512, 0, 512, 512]",19,5.990471895371578,502803994
clock,135890,685,1023,,"[52, 0, 512, 512]",50,1.807577018688813,2135232880
clock,43737,768,1024,,"[0, 35, 512, 512]",29,4.331183906260067,1006074700
clock,565469,682,1024,,"[43, 0, 512, 512]",32,6.453450491583366,1171239504
clock,565989,700,933,,"[63, 178, 512, 512]",43,5.29956907226817,1754370252
clock,459500,768,1024,,"[211, 0, 512, 512]",30,8.135720924475056,1084998680
clock,242411,662,1000,,"[27, 170, 512, 512]",46,2.755777541311419,1933072943
clock,545007,680,1024,,"[168, 354, 512, 512]",25,1.5602814767499709,825039645
clock,218362,1024,682,,"[275, 0, 512, 512]",27,2.138665665159264,914582800
clock,541952,768,1024,,"[146, 512, 512, 512]",11,9.665034264254464,86984129
clock,304396,680,1024,,"[137, 16, 512, 512]",30,2.194970835064874,1058021795
clock,407825,563,564,,"[32, 52, 512, 512]",29,3.0348849462685425,1014848104
clock,88345,1024,680,,"[512, 168, 512, 512]",39,4.393507338605968,1521018998
clock,58655,680,1024,,"[168, 11, 512, 512]",28,6.610794772067163,946897390
clock,519491,768,1024,,"[114, 512, 512, 512]",23,8.038865176023725,693415842
clock,172877,1024,768,,"[512, 0, 512, 512]",17,1.7078400439235306,411317620
clock,175438,1024,748,,"[255, 0, 512, 512]",40,9.381137078287315,1594737559
clock,217425,1024,768,,"[240, 57, 512, 512]",20,7.865125519139077,548344684
clock,243034,683,1024,,"[81, 162, 512, 512]",10,3.888677059518759,27700026
clock,355169,1024,768,,"[190, 0, 512, 512]",46,2.7039881748540786,1901078373
clock,519522,683,1024,,"[0, 180, 512, 512]",33,6.363575990083298,1245682962
clock,217957,768,1024,,"[105, 362, 512, 512]",12,6.352203040853406,143465762
clock,216419,1024,747,,"[42, 16, 512, 512]",24,3.407215229474313,783154264
couch,435208,768,1024,,"[0, 512, 512, 512]",31,8.832242835730762,1145441010
couch,222735,758,1023,,"[0, 162, 512, 512]",25,3.5813548817879983,821827540
couch,458768,1024,683,,"[0, 171, 512, 512]",26,6.428333350464056,847200043
couch,468501,800,600,,"[288, 88, 512, 512]",24,7.997806746281609,757855135
couch,158744,1024,679,,"[95, 98, 512, 512]",35,7.444671666432088,1340589947
couch,24610,1024,768,,"[512, 256, 512, 512]",47,9.238421084414568,1938609420
couch,555050,1024,660,,"[512, 148, 512, 512]",44,8.743542842645962,1786372013
couch,463918,1024,736,,"[162, 224, 512, 512]",48,9.264138661438862,2014448640
couch,379441,1024,768,,"[465, 256, 512, 512]",19,1.2392896102083748,500051954
couch,27186,1023,685,,"[0, 173, 512, 512]",13,4.935232001165579,168571695
couch,39477,1024,673,,"[491, 161, 512, 512]",17,5.364498942795593,388528798
couch,97337,1024,768,,"[512, 203, 512, 512]",42,1.5863877763309675,1701289843
couch,346703,880,1024,,"[335, 115, 512, 512]",22,1.0506344561145364,644859804
couch,570456,1024,768,,"[321, 256, 512, 512]",48,8.475592932741314,2038980991
couch,453722,1024,683,,"[0, 171, 512, 512]",27,9.84972019857558,906032039
couch,367195,1024,639,,"[512, 0, 512, 512]",40,8.061488674054116,1579638338
couch,357978,800,600,,"[0, 88, 512, 512]",32,3.8404314098044585,1182859276
couch,13923,864,577,,"[0, 65, 512, 512]",31,7.348003341305084,1131072087
couch,170099,1023,764,,"[474, 252, 512, 512]",44,3.69262965878422,1827983318
couch,495732,683,1024,,"[79, 421, 512, 512]",33,7.666736345881738,1217393872
couch,166521,1024,681,,"[512, 169, 512, 512]",10,3.517724977734583,29768455
couch,530061,1024,728,,"[0, 7, 512, 512]",16,8.043318237953184,335554307
couch,512657,1024,683,,"[512, 171, 512, 512]",31,9.88966672205119,1130085198
couch,128148,1023,685,,"[358, 153, 512, 512]",48,9.876146943522146,2002619399
couch,546964,1024,765,,"[512, 253, 512, 512]",25,8.945763102970082,807025520
couch,440475,1024,683,,"[512, 171, 512, 512]",12,9.21529046605526,126659316
couch,573094,600,800,,"[0, 288, 512, 512]",20,7.373862226928552,544610078
couch,435880,1024,768,,"[0, 256, 512, 512]",19,5.990471895371578,502803994
couch,195754,1024,680,,"[179, 119, 512, 512]",11,9.309143872631983,78112099
couch,458410,1024,768,,"[512, 256, 512, 512]",50,1.807577018688813,2135232880
couch,560312,1024,680,,"[459, 168, 512, 512]",29,4.331183906260067,1006074700
couch,214720,768,1024,,"[256, 93, 512, 512]",32,6.453450491583366,1171239504
